,game_name,release_date,original_price($),discount_price($),steam_rating
2007,Bubsy Two-Fur,"17 Dec, 2015",5.49,2.19,67.50%
2008,Realpolitiks,"16 Feb, 2017",17.49,4.37,60.95%
2009,TrickStyle,"21 Feb, 2017",6.69,2.34,68.00%
2010,Dissembler,"21 Feb, 2018",4.65,,79.89%
2011,A Walk Along the Wall,"16 Jan, 2018",4.50,,72.17%
2012,Mirror Maker,"17 Jan, 2019",2.29,,77.32%
2013,The Deed II,"29 May, 2020",4.65,,81.81%
2014,New Star Soccer 5,"27 Sep, 2012",11.49,4.02,62.85%
2015,Moonfall,"20 May, 2020",5.69,3.98,75.71%
2016,Moonfall,"20 May, 2020",5.69,3.98,70.52%
2017,Tower Of God: One Wish,"17 Jan, 2020",7.99,3.99,75.00%
2018,The Machine's Garden,"7 Aug, 2020",3.39,,64.08%
2019,Mokoko,"17 Feb, 2020",5.69,3.98,81.66%
2020,Feudal Alloy,"17 Jan, 2019",19.49,3.89,68.56%
2021,Hidden Object Bundle 5 in 1,"27 Feb, 2015",10.99,3.84,59.26%
2022,SUBARACITY,"3 Apr, 2019",5.69,3.41,54.17%
2023,Refunct,"16 Oct, 2015",3.39,,93.08%
2024,The Convenience Store | 夜勤事件,"17 Feb, 2020",3.39,,78.12%
2025,Holy Potatoes! A Spy Story?!,"7 Nov, 2018",17.99,4.67,67.82%
2026,King's Bounty: Crossworlds,"17 Sep, 2010",16.99,4.24,86.27%
2027,Battlevoid: Sector Siege,"25 Oct, 2017",11.49,3.44,53.55%
2028,Kozue's Strange Journey,"7 Aug, 2020",17.49,,83.53%
2029,A Bird Story,"7 Nov, 2014",4.49,,81.68%
2030,Double Clue: Solitaire Stories,"3 May, 2017",7.99,3.99,50.00%
2031,Crystal Story II,"6 Feb, 2015",3.39,,85.46%
2032,Lords of Football,"5 Apr, 2013",16.99,3.39,49.44%
2033,ARMORED HEAD,"31 Jul, 2020",3.39,,83.30%
2034,Street Racing Syndicate,"24 Apr, 2014",3.39,,79.73%
2035,Gunman Taco Truck,"28 Jan, 2017",3.39,,73.89%
2036,Murder Miners,"25 Jul, 2014",3.39,,82.44%
2037,Dangerous Waters,"7 Feb, 2006",16.99,3.39,70.82%
2038,Total Miner,"23 Dec, 2017",3.39,,70.96%
2039,Codex of Victory,"16 Mar, 2017",16.99,3.39,67.53%
2040,RollerCoaster VR Universe,"15 May, 2020",3.39,,72.38%
2041,Off-Road Drive,"29 Sep, 2011",5.49,1.09,60.19%
2042,Tametsi,"18 Oct, 2017",3.29,,88.49%
2043,CrossCells,"26 May, 2017",3.29,,80.11%
2044,Major Stryker,"5 May, 2014",3.29,,64.52%
2045,Run Of Mydan,"28 Jul, 2017",21.99,3.29,72.70%
2046,Run Of Mydan,"28 Jul, 2017",21.99,3.29,72.70%
2047,River City Super Sports Challenge ~All Stars Special~,"17 Dec, 2015",21.99,3.29,66.58%
2048,City Destructor,"14 Apr, 2020",4.65,3.02,54.48%
2049,Demolish & Build 2017,"18 Oct, 2016",21.99,2.19,73.81%
2050,Instinct,"31 May, 2018",5.69,1.70,74.62%
2051,Windosill,"25 Sep, 2009",3.29,,85.78%
2052,SPACEPLAN,"3 May, 2017",3.29,,86.75%
2053,Reigns,"11 Aug, 2016",3.29,,85.96%
2054,Choice of the Pirate,"20 May, 2016",4.65,,81.16%
2055,Boson X,"15 Sep, 2014",3.29,,87.83%
2056,Lords of the Realm II,"3 Dec, 2015",3.29,,89.49%
2057,Act of War: Direct Action,"12 Mar, 2008",3.29,,80.56%
2058,9 Clues 2: The Ward,"23 Jul, 2015",10.99,3.29,86.17%
2059,Cricket Revolution,"28 Oct, 2009",3.29,,52.59%
2060,64.0,"16 Mar, 2017",3.29,,86.43%
2061,Choice of the Deathless,"29 Aug, 2014",4.65,,84.97%
2062,Heroes Rise: The Prodigy,"17 Jun, 2014",4.65,,78.56%
2063,SATAZIUS,"16 Dec, 2011",6.49,3.24,81.03%
2064,Sacred Almanac Traces of Greed,"7 Dec, 2016",5.49,2.74,67.05%
2065,STEEL STRIDER,"12 Nov, 2015",6.49,3.24,73.87%
2066,Fly Simulator,"16 Jul, 2017",1.19,,60.19%
2067,The Long Return,"2 Oct, 2019",11.49,,78.57%
2068,The Boogie Man,"13 Feb, 2018",3.39,,70.88%
2069,The Hanged Man,"27 Feb, 2018",3.39,,77.25%
2070,A Snake's Tale,"6 Jul, 2017",3.29,,78.11%
2071,The Sand Man,"30 Jan, 2018",3.39,,82.84%
2072,Hidden Object Bundle 4 in 1,"7 Oct, 2015",8.79,3.07,83.96%
2073,JASEM: Just Another Shooter with Electronic Music,"19 Oct, 2017",11.95,,74.14%
2074,Strings,"6 Jan, 2020",11.49,2.29,50.00%
2075,Dimension of Monster Girls,"13 Apr, 2018",5.69,2.84,81.25%
2076,Hentai Vs Furries,"10 Jan, 2020",1.19,,80.34%
2077,Go-Kart Racing,"25 Apr, 2018",1.19,0.59,52.65%
2078,Dimensional,"14 Dec, 2016",5.49,2.74,71.14%
2079,Darkarta: A Broken Heart's Quest Standard Edition,"28 Aug, 2017",6.69,2.67,68.85%
2080,Under a Desert Sun,"19 Feb, 2017",5.69,2.27,64.52%
2081,Doodle Mafia,"20 Apr, 2017",8.99,,61.91%
2082,Girls and Dungeons,"8 Sep, 2017",3.29,,58.33%
2083,Simp Slayer Simulator 2K20,"12 Aug, 2020",3.39,2.88,77.40%
2084,Sonny,"17 Apr, 2017",5.69,2.84,59.10%
2085,"Slice, Dice & Rice","27 Apr, 2017",10.99,1.09,62.67%
2086,Aerial Destruction,"18 May, 2017",7.00,2.80,66.75%
2087,Super Chibi Knight,"24 Jun, 2015",5.49,2.74,82.20%
2088,Knights of Honor,"4 Feb, 2009",10.99,2.74,88.18%
2089,Uriel's Chasm 2: את,"13 Nov, 2015",5.49,0.82,35.79%
2090,KAMIKO,"27 Jun, 2019",5.69,2.73,80.59%
2091,Kebab House,"13 Aug, 2020",3.39,2.71,35.92%
2092,Dimetrosaur,"8 Sep, 2018",2.29,,74.53%
2093,Gladiator: Sword of Vengeance,"31 Jan, 2017",8.99,3.14,65.46%
2094,Zombie Driver HD,"17 Oct, 2012",10.99,1.64,80.14%
2095,In a search of a new home,"26 May, 2020",2.29,,69.91%
2096,McDROID,"5 Sep, 2014",21.79,2.61,71.03%
2097,Hard Driver 2,"26 Jun, 2020",2.29,,76.34%
2098,Robot Squad Simulator 2017,"20 Oct, 2016",16.99,1.69,64.01%
2099,Wordle,"16 Jun, 2020",2.29,,84.40%
2100,Karting,"31 Jul, 2020",2.29,,74.78%
2101,Vignettes,"6 Mar, 2019",8.99,,81.63%
2102,Crossroad,"14 Feb, 2018",8.99,2.69,76.56%
2103,Doodle Date,"19 Apr, 2018",2.29,,64.77%
2104,Happy Penguin VR,"29 Mar, 2017",1.19,,77.77%
2105,Simp Simulator,"31 Jul, 2020",1.19,,75.10%
2106,Key Of Impasse,"5 Sep, 2018",2.29,0.59,73.31%
2107,Zup! F,"11 Dec, 2019",1.19,,91.41%
2108,Expect The Unexpected,"8 Dec, 2016",7.79,2.33,62.14%
2109,Don't cut your hand,"31 May, 2017",1.19,,75.40%
2110,VITAL,"13 Dec, 2019",2.29,1.14,55.69%
2111,Nya Nya Nya Girls (ʻʻʻ)_(=^･ω･^=)_(ʻʻʻ),"8 Dec, 2018",1.19,0.59,74.81%
2112,Dinosaur Forest,"17 May, 2017",2.19,0.59,54.46%
2113,Bishoujo Battle Cyber Panic!,"18 Jun, 2020",3.39,,64.78%
2114,King's Bounty: Armored Princess,"19 Nov, 2009",10.99,2.74,85.34%
2115,The Horrorscope,"9 Mar, 2020",2.29,,87.65%
2116,Bottle: Pilgrim,"10 Nov, 2017",4.65,2.32,63.80%
2117,Soccering,"6 Aug, 2020",1.16,,75.71%
2118,Drift Streets Japan,"22 Dec, 2015",2.29,,64.03%
2119,Chair F*cking Simulator,"7 Jul, 2020",2.29,,84.71%
2120,Zombie Builder Defense,"2 Nov, 2018",2.29,,76.99%
2121,Bad Dream: Fever,"15 Nov, 2018",11.49,1.14,70.93%
2122,Antisphere,"14 Jul, 2017",2.29,,60.71%
2123,My Nuclear Octopus,"5 Aug, 2020",2.29,,59.42%
2124,AI Escort,"12 Apr, 2018",2.29,,62.10%
2125,Desktop Farm,"31 Jul, 2020",2.29,,71.30%
2126,Tentacle Girl,"14 Feb, 2020",2.29,,85.09%
2127,The Adventure of Magical Girl,"21 Jun, 2018",3.39,,77.36%
2128,Games&Girls,"18 Apr, 2017",2.19,,69.14%
2129,Gold Rush! Classic,"25 Jul, 2014",3.39,,66.96%
2130,Switchblade,"22 Aug, 2019",5.69,2.27,62.28%
2131,Switchblade,"22 Aug, 2019",5.69,2.27,59.42%
2132,FORTIFY,"10 Aug, 2016",2.50,,90.01%
2133,HexON,"7 Feb, 2020",1.19,,73.75%
2134,Heat Guardian,"10 May, 2018",5.69,1.13,70.41%
2135,They Breathe,"23 May, 2014",2.19,,79.97%
2136,FootLOL: Epic Fail League,"16 Apr, 2014",10.99,2.19,79.72%
2137,Culpa Innata,"18 Jan, 2008",10.99,2.19,70.87%
2138,The Cat Games,"24 Mar, 2017",2.19,,83.72%
2139,Worldy Cup,"10 Aug, 2016",5.49,2.19,63.06%
2140,Momodora III,"1 Jul, 2014",2.19,,88.05%
2141,The Lost Souls,"11 Apr, 2016",1.19,0.59,47.46%
2142,Elise the Devil,"2 Nov, 2017",2.19,,88.40%
2143,Taima Miko Yuugi,"20 Oct, 2017",2.19,,84.78%
2144,Durak!,"14 Sep, 2017",2.19,,71.87%
2145,Toby: The Secret Mine,"20 Oct, 2015",10.99,2.19,67.84%
2146,Gynophobia,"31 Jul, 2015",2.29,,64.31%
2147,Cockroach Simulator,"16 Sep, 2016",1.19,,75.43%
2148,Waveform,"20 Mar, 2012",1.00,,80.36%
2149,Gift of Parthax,"12 Sep, 2018",7.99,1.99,53.13%
2150,Forgotten Hill Mementoes,"7 Mar, 2018",2.29,,79.48%
2151,Extreme-G 2,"2 May, 2017",6.69,2.34,54.69%
2152,Sweet Story Fallen Angel,"30 Mar, 2020",1.19,,69.36%
2153,Helen's Mysterious Castle,"18 Mar, 2016",2.19,,87.69%
2154,Whispering Willows,"9 Jul, 2014",10.99,2.19,78.16%
2155,Marble Age,"4 Mar, 2015",6.49,1.94,79.52%
2156,klocki,"13 Jul, 2016",1.09,,93.42%
2157,Lost,"30 Sep, 2019",2.29,,79.22%
2158,Lost,"30 Sep, 2019",2.29,,50.00%
2159,Lost,"30 Sep, 2019",2.29,,41.25%
2160,Penguins Arena: Sedna's World,"18 Dec, 2008",6.49,0.97,83.32%
2161,Catch a Duck,"30 Aug, 2019",5.69,0.62,66.57%
2162,Phantaruk,"16 Aug, 2016",5.69,0.62,58.26%
2163,The Works of Mercy,"26 Sep, 2018",17.49,1.74,39.57%
2164,Stay Safe: Labyrinth of the Mad,"13 Aug, 2019",3.39,,67.59%
2165,Katy and Bob Way Back Home,"17 Oct, 2017",5.69,,70.12%
2166,Achievement Clicker,"11 Feb, 2020",1.19,,75.93%
2167,Achievement Clicker,"11 Feb, 2020",1.19,,45.52%
2168,Trivia Vault: Business Trivia,"17 May, 2018",13.99,,50.00%
2169,SWARMRIDER OMEGA,"19 Sep, 2017",1.09,0.59,72.16%
2170,Soccer Nations Battle,"17 May, 2018",1.19,0.59,60.28%
2171,Ink Cipher,"2 Jul, 2018",1.19,,67.06%
2172,Shisensho Solitaire,"9 Oct, 2019",1.19,0.59,81.25%
2173,Escape From The Dragons,"21 Nov, 2018",1.19,,64.78%
2174,Golf Galore,"12 Jul, 2018",1.19,,74.85%
2175,Putin kills: Coronavirus,"15 Jun, 2020",1.10,,70.25%
2176,50 years,"26 May, 2017",5.69,0.62,83.18%
2177,Never give up!,"29 Dec, 2016",3.29,1.64,73.51%
2178,Traffix,"8 Jul, 2019",5.69,,73.57%
2179,Raiden III Digital Edition,"23 Sep, 2014",10.99,1.64,68.09%
2180,Fire Place,"21 Sep, 2018",5.69,,62.07%
2181,Type Defense,"18 Jul, 2018",1.19,0.59,63.41%
2182,Hungry Flame,"8 Mar, 2017",15.39,,68.22%
2183,Pretty Girls Panic!,"20 Dec, 2016",2.19,,77.54%
2184,Witch's Pranks: Frog's Fortune Collector's Edition,"15 Jan, 2015",7.79,1.55,76.77%
2185,Witch's Pranks: Frog's Fortune Collector's Edition,"15 Jan, 2015",7.79,1.55,76.77%
2186,Retro Drift,"12 Aug, 2020",2.29,1.37,54.48%
2187,Investigator,"2 Jun, 2016",2.19,,68.46%
2188,Art Of Gravity,"13 Jun, 2017",1.09,,85.83%
2189,Just a Cleric,"19 May, 2016",5.49,1.37,69.80%
2190,Synergia,"27 Jul, 2020",13.49,,83.50%
2191,Earthworms,"23 Feb, 2018",6.49,0.64,75.21%
2192,Gachi Revenge,"5 Jun, 2020",1.19,,80.86%
2193,Lone Land,"15 Jul, 2020",1.19,,75.10%
2194,LYNE,"17 Mar, 2014",3.29,,93.03%
2195,Formula Car Racing Simulator,"21 Jan, 2020",3.39,1.35,69.80%
2196,1 Moment Of Time: Silentville,"22 Jul, 2016",1.09,,72.26%
2197,Peasant Knight,"22 Mar, 2019",3.39,,64.08%
2198,Super Bounce Ball,"20 Apr, 2020",2.29,1.37,64.08%
2199,Deployment,"10 Apr, 2018",11.49,1.14,80.84%
2200,Find the Letter H,"11 Aug, 2020",1.19,1.07,70.84%
2201,Heaven Forest NIGHTS,"14 Mar, 2017",1.09,0.59,62.30%
2202,idleBeer,"31 Aug, 2017",1.09,,36.00%
2203,idleBeer,"31 Aug, 2017",1.09,,36.00%
2204,Romopolis,"18 May, 2016",4.49,1.12,68.19%
2205,Romopolis,"18 May, 2016",4.49,1.12,68.19%
2206,Dinosaur Hunt,"17 Sep, 2015",1.09,,63.97%
2207,Pinkman,"16 Jan, 2017",1.09,,89.18%
2208,Freight Tycoon Inc.,"3 Apr, 2014",5.49,0.60,55.80%
2209,Weird Hero,"18 Nov, 2016",4.65,0.60,70.35%
2210,Desire Gambling House/欲望赌馆,"11 Sep, 2019",1.19,,46.43%
2211,Piggy Poggy Pog,"28 Nov, 2017",2.29,0.59,66.83%
2212,WIN THE GAME: WTF!,"6 Jun, 2018",1.19,0.59,70.48%
2213,Neon Warp,"29 Jul, 2016",2.19,0.59,74.16%
2214,Zup! Zero,"6 Apr, 2017",1.19,,89.11%
2215,Reveal The Deep,"4 Dec, 2015",1.09,,80.52%
2216,Bottom of the 9th,"11 Oct, 2017",1.19,,72.79%
2217,Teleportals. I swear it's a nice game,"15 Jun, 2018",1.19,,87.10%
2218,Dictators:No Peace Countryballs,"1 Jan, 2020",1.19,,88.47%
2219,Russian Life Simulator,"17 May, 2019",1.19,,86.94%
2220,Miss Neko,"13 Aug, 2019",1.19,,88.62%
2221,Nobunaga's Shadow,"11 Jun, 2018",1.19,0.59,75.00%
2222,Cyberemo 2007,"22 Jun, 2020",1.19,0.59,67.06%
2223,DETOUR,"16 May, 2011",1.00,,60.89%
2224,The Deer,"3 Dec, 2015",0.89,0.59,61.03%
2225,The Deer,"3 Dec, 2015",0.89,0.59,54.48%
2226,Sea Legends: Phantasmal Light Collector's Edition,"17 Sep, 2014",5.49,1.09,71.77%
2227,En Tactico,"10 Apr, 2018",2.29,0.59,50.00%
2228,Suits: A Business RPG,"5 Jan, 2016",1.09,,82.07%
2229,SALVATOR,"3 May, 2018",1.19,0.59,65.42%
2230,IMM Defense,"22 Feb, 2018",1.19,0.59,50.00%
2231,Adventures of Mike,"24 May, 2018",1.19,0.59,44.86%
2232,Grave Keeper,"29 Mar, 2019",11.49,1.14,44.64%
2233,Clash Force,"25 Oct, 2017",5.69,1.13,78.57%
2234,Bouncy Bob: Episode 2,"30 Oct, 2019",5.69,0.62,46.68%
2235,My Name is Mayo,"15 Feb, 2016",1.09,,79.28%
2236,Liquid Pinball,"24 Nov, 2016",1.09,0.59,69.83%
2237,Soldiers: Heroes of World War II,"3 Jul, 2014",5.49,1.09,78.50%
2238,Helicopter Simulator 2014: Search and Rescue,"28 Feb, 2014",10.99,1.09,33.74%
2239,Ultimate Spinner Simulator - Unstress Yourself,"27 Oct, 2017",1.19,0.59,65.67%
2240,Star Wolves 3: Civil War,"2 Mar, 2010",5.49,1.09,74.42%
2241,Jambo,"24 Jan, 2018",1.19,0.59,40.58%
2242,Theatre of War 2: Africa 1943,"9 Jul, 2010",5.49,1.09,63.60%
2243,All Alone: VR,"8 Mar, 2017",4.49,,60.98%
2244,Hotel Dracula,"9 Feb, 2018",5.69,0.62,52.98%
2245,Burn It Down,"3 Aug, 2017",1.09,,72.48%
2246,Cats are Liquid - A Light in the Shadows,"25 Jul, 2016",1.09,,84.82%
2247,The Last Dawn : The first invasion,"7 May, 2018",3.39,0.61,31.85%
2248,ORION: Prelude,"15 Apr, 2013",1.09,,73.64%
2249,Roulette Simulator 2,"31 Dec, 2018",1.19,0.59,47.61%
2250,LYSER,"6 Jun, 2019",1.19,,74.61%
2251,Wildlife Park 2 - Fantasy,"17 Jul, 2014",1.09,,49.10%
2252,Steamulator 2019,"30 Jan, 2019",1.19,0.65,50.00%
2253,Hang The Kings,"25 Oct, 2019",1.19,,80.54%
2254,Knight Swap,"22 Oct, 2019",1.19,,81.78%
2255,Urizen Shadows of the Cold Deluxe Frosty Edition,"31 Aug, 2015",2.29,1.03,29.13%
2256,Blackout Z: Slaughterhouse Edition,"20 Oct, 2017",1.19,0.59,78.24%
2257,Seek Girl Ⅱ,"30 Sep, 2019",1.19,,81.25%
2258,Taboos: Cracks,"2 May, 2019",1.19,,77.39%
2259,Seek Girl,"14 Mar, 2019",1.19,,81.63%
2260,Seek Girl Ⅲ,"6 Dec, 2019",1.19,,81.89%
2261,Hero Barrier,"28 Feb, 2017",4.49,0.89,46.63%
2262,Perimeter,"3 Apr, 2014",4.49,0.89,74.55%
2263,Click Legends,"29 May, 2019",3.39,1.01,51.34%
2264,VITATIO,"28 Jul, 2017",2.19,0.59,65.86%
2265,Godly Corp,"13 Dec, 2018",8.99,0.89,68.60%
2266,NABOKI,"12 Nov, 2019",1.19,,84.20%
2267,Jellyfish,"15 Sep, 2017",1.19,0.59,54.30%
2268,Turn on the light,"7 Jul, 2020",1.19,0.59,66.62%
2269,Nonogram - The Greatest Painter,"22 Mar, 2018",3.39,,73.55%
2270,Rubek,"14 Oct, 2016",3.29,,68.94%
2271,Premier Buggy Racing Tour,"10 Oct, 2017",1.19,0.59,33.15%
2272,Fallen Cube,"14 Jul, 2017",1.19,0.59,27.24%
2273,Farm Expert 2017,"1 Sep, 2016",21.99,2.19,45.81%
2274,Runes,"24 Nov, 2016",1.09,0.59,70.08%
2275,Horse Racing Rally,"19 Mar, 2020",2.29,0.87,59.10%
2276,The Way,"20 May, 2016",16.99,1.69,80.61%
2277,2 Ninjas 1 Cup,"3 Feb, 2017",1.19,0.83,73.96%
2278,Kombine,"14 Oct, 2016",1.09,0.59,69.97%
2279,Lines Infinite,"24 Nov, 2017",1.19,,84.33%
2280,Chronicle Keepers: The Dreaming Garden,"11 Jun, 2015",5.49,0.60,60.87%
2281,Marble Trap,"2 Sep, 2019",1.19,0.71,72.76%
2282,A.I.M.2 Clan Wars,"22 May, 2014",3.29,0.65,74.47%
2283,Ascension to the Throne,"23 Apr, 2014",3.29,0.65,81.31%
2284,CATGIRL LOVER 2,"16 Oct, 2019",2.29,0.59,57.79%
2285,Ships 2017,"19 Oct, 2016",16.99,1.69,36.82%
2286,UBERMOSH Vol.7,"30 Apr, 2019",5.69,0.62,80.98%
2287,How Buddy’s parents met - jigsaw puzzle,"14 Feb, 2020",2.29,,83.53%
2288,El Matador,"3 Apr, 2014",4.49,0.67,64.48%
2289,Draw The Way,"19 Nov, 2018",6.69,0.66,78.30%
2290,Impossible Quest,"3 Jun, 2016",2.19,0.59,68.04%
2291,Elemental Girls,"15 May, 2019",1.19,0.59,66.57%
2292,Magicolors,"14 Dec, 2019",2.29,,79.04%
2293,keyg,"13 Dec, 2018",5.69,0.62,78.63%
2294,Season Up,"6 Apr, 2018",2.29,0.59,63.65%
2295,Dual Snake,"30 Jan, 2018",4.65,0.60,79.25%
2296,Beyond the Wall,"8 Aug, 2017",3.39,0.61,67.90%
2297,Beyond the Wall,"8 Aug, 2017",3.39,0.61,52.11%
2298,Car Mechanic Manager,"23 Sep, 2015",5.49,0.60,53.04%
2299,Zombies on a Plane,"25 Mar, 2016",5.49,0.60,55.56%
2300,Trip to Vinelands,"21 Oct, 2016",1.09,0.59,80.71%
2301,Sixtieth Kilometer,"25 Aug, 2016",1.00,0.59,73.75%
2302,Incandescent,"30 Jun, 2015",1.19,0.59,63.76%
2303,aMAZE,"14 Mar, 2017",1.09,0.59,72.47%
2304,Ninja Stealth,"29 Sep, 2016",1.19,0.59,68.49%
2305,Lamp Head,"1 Jun, 2017",1.19,0.59,70.61%
2306,Druid,"17 Jan, 2017",1.19,0.59,67.73%
2307,Plankton,"27 Oct, 2016",2.19,0.59,62.44%
2308,Devious Dungeon,"16 Aug, 2019",5.99,,75.97%
2309,Professor Madhouse,"4 Jun, 2018",2.29,0.59,50.00%
2310,Virus Crashers,"21 Feb, 2017",1.09,0.59,57.17%
2311,UBERMOSH,"13 Aug, 2015",1.09,0.59,85.52%
2312,UBERMOSH Vol.3,"15 Aug, 2016",1.09,0.59,82.22%
2313,UBERMOSH:WRAITH,"29 Jan, 2017",1.09,0.59,79.89%
2314,TTV2,"11 Sep, 2017",1.09,0.59,81.53%
2315,TOTOBALL,"11 Sep, 2017",1.19,0.59,73.63%
2316,Bighead Runner,"7 Jun, 2018",1.19,0.59,64.40%
2317,Endica VII The Dream King,"13 Jan, 2016",1.19,0.59,42.98%
2318,Clicker: Glad Valakas,"26 Nov, 2018",2.29,0.59,72.65%
2319,Football Russian 20!8,"13 Feb, 2018",2.29,0.59,72.70%
2320,LineWay,"20 Jun, 2017",1.19,,86.21%
2321,Kabukicho Story,"1 Aug, 2020",1.19,0.59,76.90%
2322,Blast-off,"22 Jan, 2018",1.19,,80.19%
2323,Unlock The King,"20 Nov, 2019",1.19,,82.42%
2324,Colorgrid,"21 Nov, 2019",1.19,,83.14%
2325,Zen Chess: Mate in One,"10 Apr, 2018",1.19,,75.38%
2326,Ashi: Lake of Light,"5 Jul, 2018",4.65,1.11,81.46%
2327,R.B.I. Baseball 20,"17 Mar, 2020",33.99,,53.79%
2328,MX vs ATV All Out,"27 Mar, 2018",45.49,,67.50%
2329,Screeps,"16 Nov, 2016",16.99,,84.96%
2330,Depth Hunter 2: Deep Dive,"20 Aug, 2014",16.99,,71.57%
2331,WOUNDED,"28 Feb, 2019",7.99,,63.29%
2332,What The Box?,"12 Sep, 2016",5.99,,76.03%
2333,Comanche,"12 Mar, 2020",19.99,,65.03%
2334,Kio's Adventure,"5 Apr, 2017",2.19,,76.40%
2335,Star Valor,"13 Jul, 2018",17.49,7.34,85.17%
2336,Omen Exitio: Plague,"5 Mar, 2018",11.49,3.44,80.18%
2337,There's Poop In My Soup,"14 Mar, 2016",1.09,,84.82%
2338,Red Orchestra: Ostfront 41-45,"14 Mar, 2006",5.69,,83.71%
2339,Glass Masquerade 2: Illusions,"27 Feb, 2019",5.69,,88.37%
2340,Reflex Arena,"8 Mar, 2017",10.99,,80.95%
2341,Shadow Corridor,"8 Mar, 2019",8.99,,83.29%
